,MS_SubClass,MS_Zoning,Lot_Area,Neighborhood,Overall_Qual,Mas_Vnr_Area,Exter_Qual,Foundation,Bsmt_Qual,Bsmt_Exposure,Total_Bsmt_SF,Heating_QC,Central_Air,Electrical,Gr_Liv_Area,Full_Bath,Kitchen_Qual,TotRms_AbvGrd,Fireplaces,Fireplace_Qu,Garage_Type,Garage_Finish,Garage_Cars,Paved_Drive,Wood_Deck_SF,Open_Porch_SF,Sale_Type,Sale_Condition,Age_of_Property,Sale_Price,PID
1756,10,5,9967,8,5,0,3,2,2,3,384,0,1,4,1430,2,4,8,1,5,2,2,2,2,100,0,9,4,10,170000,528280150
1757,13,5,7750,8,5,0,2,2,2,3,660,0,1,4,1320,2,2,6,0,3,0,0,2,2,0,48,9,4,7,162000,528290060
1760,13,5,15623,17,7,0,2,2,0,0,2396,0,1,4,2462,3,0,10,2,5,0,0,3,2,171,78,9,0,14,335000,528320050
1761,13,5,12191,17,8,515,2,2,2,0,1779,0,1,4,2462,2,2,8,2,5,0,0,3,2,76,61,9,4,13,335000,528322020
1762,13,5,11000,17,8,72,2,2,2,3,969,0,1,4,2285,2,2,8,1,5,2,0,3,2,0,56,9,4,10,248000,528326060
1763,2,5,11400,17,7,705,0,2,0,1,2633,0,1,4,2462,2,0,8,2,2,0,2,3,2,314,140,9,4,9,335000,528327060
1764,13,5,10557,17,3,422,2,2,0,1,1408,0,1,4,2462,2,2,9,1,5,0,0,3,2,108,87,9,4,12,335000,528340030
1765,13,5,11002,17,8,0,2,2,2,3,1389,0,1,4,2462,2,2,9,1,5,0,0,3,2,286,60,9,4,12,322500,528344020
1766,13,5,10790,17,5,275,2,2,2,3,1066,0,1,4,2385,2,2,8,1,5,2,0,3,2,120,38,9,4,12,252000,528348030
1768,13,5,9920,17,5,0,2,2,2,0,1117,0,1,4,2013,2,4,8,1,5,0,3,2,2,180,130,9,4,14,269790,528354060
1769,13,5,11787,17,5,594,2,2,2,3,1379,0,1,4,2398,2,2,8,1,5,0,0,3,2,239,60,9,4,14,315750,528354110
1770,13,5,9950,17,5,290,2,2,2,3,1203,0,1,4,2462,2,2,9,1,5,0,2,3,2,224,114,9,0,15,290000,528358040
1772,2,5,12692,17,8,0,2,2,2,3,3200,0,1,4,2462,3,2,10,1,2,0,2,2,2,264,75,9,4,18,335000,528366050
1773,13,5,11762,17,8,309,2,2,0,3,1105,0,1,4,2202,2,2,9,1,5,0,2,2,2,0,65,9,4,18,263000,528366070
1774,13,5,9044,17,8,526,2,2,2,3,1325,0,1,4,2462,2,2,8,1,5,0,2,3,2,198,92,9,4,14,330000,528376010
1775,2,5,9910,23,5,0,2,2,2,3,1369,0,1,4,1369,2,2,5,0,3,0,3,2,2,0,203,6,5,3,213133,528427040
1777,2,5,11670,23,3,302,0,2,0,3,1905,0,1,4,1905,2,0,8,1,2,0,0,3,2,0,191,9,4,4,320000,528429090
1778,2,5,15256,23,8,84,2,2,2,1,1485,0,1,4,1464,2,2,6,0,3,0,3,3,2,168,160,9,4,3,282922,528429110
1779,2,5,10612,23,8,248,2,2,2,2,1524,2,1,4,1534,2,2,7,1,2,0,0,2,2,168,46,9,3,4,215000,528431030
1781,2,5,13501,23,8,208,2,2,2,3,1623,0,1,4,1636,2,2,8,1,2,0,2,3,2,0,60,9,4,4,255000,528431050
1783,2,5,9965,23,5,0,2,2,2,3,1528,0,1,4,1528,3,2,6,1,5,0,3,2,2,0,228,6,5,3,235876,528435010
1784,2,5,9416,23,5,205,0,2,0,3,1726,0,1,4,1726,2,0,8,1,2,0,0,3,2,171,138,6,5,3,311872,528435040
1785,2,5,9849,23,5,0,2,2,2,0,1689,0,1,4,1689,2,2,7,0,3,0,2,3,2,0,56,6,5,3,248328,528435060
1786,2,5,10000,23,8,410,2,2,2,0,1588,0,1,4,1588,2,2,7,1,2,0,2,3,2,144,45,9,4,4,227000,528435070
1787,2,5,8847,23,8,148,2,2,2,0,1538,0,1,4,1538,2,2,7,0,3,0,2,2,2,146,40,9,4,5,260000,528439040
1788,2,5,9158,23,8,140,2,2,2,0,1496,0,1,4,1496,2,2,7,0,3,0,0,2,2,168,130,6,5,3,225000,528439050
1790,2,5,10084,23,8,186,2,2,0,0,1686,0,1,4,1694,2,2,7,1,2,0,2,2,2,255,57,9,4,6,307000,528441080
1791,13,5,9605,23,5,0,2,2,2,3,982,0,1,4,1977,2,2,7,0,3,0,2,3,2,240,53,9,3,4,250000,528445020
1792,13,5,8778,23,8,0,2,2,2,3,1302,0,1,4,1830,2,2,7,0,3,2,2,3,2,0,40,9,4,4,221300,528445070
1793,2,2,8640,23,8,0,2,2,2,3,1338,0,1,4,1338,2,2,6,0,3,0,2,2,2,0,141,6,5,3,208900,528456190
1794,2,2,9000,23,5,0,2,2,2,3,1335,0,1,4,1335,2,2,6,0,3,0,2,2,2,0,210,6,5,4,210400,528456230
1795,13,2,8640,23,8,0,2,2,2,0,896,0,1,4,1792,2,2,8,0,3,0,0,2,2,184,96,6,5,3,255000,528458080
1797,13,2,9000,23,8,0,2,2,2,0,1088,0,1,4,1959,2,2,8,1,2,0,2,3,2,208,46,9,4,4,270000,528458120
1798,13,2,9000,23,8,0,2,2,2,0,1184,0,1,4,2462,2,0,11,1,2,2,0,2,2,208,364,6,5,3,303477,528458130
1800,2,2,11096,23,8,0,2,2,2,0,1656,0,1,4,1656,2,2,7,0,3,0,2,3,2,0,146,9,4,4,249700,528477020
1801,13,2,10207,23,5,0,2,2,2,3,874,0,1,4,1761,3,2,7,0,3,0,0,2,2,144,105,6,5,3,227875,528480020
1802,2,2,10440,23,8,0,0,2,2,2,1574,0,1,4,1584,2,0,6,1,2,0,0,2,2,0,256,6,5,3,261329,528480180
1803,2,2,11824,23,8,298,2,2,2,0,1685,0,1,4,1685,2,2,5,1,2,0,0,3,2,112,63,9,4,4,253000,528482010
1804,13,2,10625,23,0,353,2,2,2,0,1158,0,1,4,2443,2,2,9,1,2,2,2,3,2,193,127,9,4,6,265000,528482030
1805,13,2,11143,23,8,0,2,2,2,3,1580,0,1,4,2462,3,2,8,1,2,0,2,2,2,159,214,9,4,6,335000,528482090
1807,2,5,7500,22,5,0,2,2,2,3,1143,0,1,4,1143,1,2,5,0,3,6,1,0,2,0,55,9,4,4,147000,531363040
1808,2,5,12450,22,1,126,2,2,2,3,1094,0,1,4,1094,1,2,6,0,3,4,3,2,2,0,0,9,4,7,149000,531375140
1809,2,5,7441,22,5,170,2,2,2,3,1461,0,1,4,1486,2,2,7,0,3,0,2,2,2,0,32,9,4,4,181000,531376060
1811,13,5,11613,22,0,0,2,2,2,3,864,0,1,4,1820,2,2,7,0,3,0,2,2,2,144,85,9,4,17,191750,531384070
1812,2,5,8450,22,5,108,3,2,2,3,1349,0,1,4,1349,2,4,6,0,3,0,3,2,2,120,55,9,4,10,179000,531385070
1813,2,5,16196,22,5,0,2,2,2,1,1482,0,1,4,1494,2,2,5,1,1,0,2,2,2,402,25,9,4,12,215000,531385130
1815,14,5,8012,22,0,0,3,1,5,3,630,0,1,4,1266,1,4,5,2,5,0,2,1,2,340,0,9,4,30,128000,531451150
1816,9,5,9180,22,1,0,3,1,2,0,840,2,1,4,884,1,2,5,0,3,0,2,2,2,240,0,9,4,27,144000,531453140
1817,0,4,8400,22,1,320,3,3,3,4,0,4,1,4,2020,2,4,10,2,5,4,3,2,2,0,0,9,4,33,144000,531477040
1818,2,5,6285,21,1,0,3,1,2,3,894,4,1,4,894,1,4,5,0,3,4,3,1,2,192,0,9,4,33,120750,532353120
1819,2,5,8480,21,1,0,3,1,5,3,970,4,1,4,970,1,4,5,0,3,4,3,2,2,0,24,9,4,47,132500,532354010
1820,2,5,7420,21,1,0,3,1,5,3,1057,4,1,4,1057,1,4,6,0,3,4,0,2,2,0,0,9,4,48,132000,532354060
1821,2,5,7758,21,1,0,3,1,5,3,999,2,1,4,999,1,2,6,0,3,4,3,1,2,0,132,9,4,48,132500,532354070
1824,2,5,7476,21,1,0,3,1,5,3,1040,4,1,4,1040,1,4,5,0,3,4,0,2,2,188,0,9,4,42,145000,532377050
1828,13,5,17542,27,5,0,2,1,5,1,1192,4,1,4,2167,2,2,9,2,2,0,2,2,2,220,47,9,4,36,294000,532477040
1830,9,5,16647,21,1,0,3,1,2,1,1390,4,1,4,1701,2,4,6,2,5,1,0,2,2,0,0,9,4,35,171000,532479120
1831,2,5,12712,21,0,0,3,1,2,2,1044,4,1,4,1055,1,2,5,1,5,0,2,2,2,455,0,9,0,37,147000,532479140
1832,13,5,9572,17,8,336,2,2,0,3,1453,0,1,4,2462,2,2,9,1,0,0,2,2,2,500,0,9,4,20,302000,533120030
1833,5,5,10678,17,8,337,2,2,2,3,1683,0,1,4,2462,2,2,9,1,5,0,0,2,2,0,33,9,4,18,285000,533130170
1834,3,2,4379,23,8,0,2,2,2,0,1378,0,1,4,1378,2,2,6,1,2,0,0,2,2,160,56,9,4,6,214000,533205110
1838,3,2,3606,23,5,0,2,2,0,3,1352,0,1,4,1352,2,2,5,1,2,0,2,2,2,0,241,6,5,4,194000,533208020
1840,3,2,4274,23,5,0,2,2,2,3,1241,0,1,4,1241,1,2,4,0,3,0,0,2,2,0,116,6,5,4,199900,533208040
1841,14,2,4251,23,5,0,2,2,2,3,625,0,1,4,1250,2,2,5,0,3,4,2,2,2,0,54,6,5,4,164700,533208070
1843,14,2,3230,23,0,1129,3,2,2,3,729,2,1,4,1458,2,4,5,1,1,4,3,2,2,0,32,9,4,11,176000,533213140
1846,14,2,2117,23,0,456,2,2,2,3,756,0,1,4,1525,2,2,5,1,5,4,3,2,2,0,0,9,4,10,177000,533221100
1848,14,2,2645,23,8,456,2,2,2,3,776,0,1,4,1441,2,2,5,0,3,4,3,2,2,206,0,9,4,11,174000,533236040
1849,13,2,7399,23,5,1600,2,2,2,3,975,0,1,4,1950,2,2,7,1,5,4,2,2,2,0,10,9,4,13,239000,533241030
1850,2,2,7321,23,5,0,2,2,2,3,1339,0,1,4,1358,2,2,5,0,3,4,3,2,2,176,174,0,4,11,204000,533242080
1851,13,2,8010,23,8,0,2,2,0,3,1054,0,1,4,2048,2,2,8,2,2,4,3,2,2,0,48,9,4,7,301000,533242090
1852,13,2,8413,23,8,0,2,2,0,2,1220,0,1,4,2362,2,2,8,2,5,0,2,2,2,147,0,9,4,12,312500,533244040
1853,3,5,9466,27,8,0,2,2,2,1,1494,0,1,4,1494,1,2,5,1,2,0,0,2,2,0,30,9,4,16,279700,533250190
1854,2,5,12000,27,5,600,2,1,2,3,2002,0,1,4,2362,2,2,8,1,5,0,2,2,2,180,16,9,4,30,255000,533251110
1855,10,5,16157,27,1,0,3,2,2,1,1360,0,1,4,1432,1,2,5,1,5,0,3,2,2,168,180,9,4,32,194000,533251130
1858,10,5,9600,27,0,360,2,1,5,3,528,0,1,4,1855,2,4,7,1,5,0,2,2,2,113,100,9,4,34,187000,533254100
1860,2,5,17778,27,8,0,2,1,2,1,2461,2,1,4,2462,2,2,7,2,2,0,2,2,2,266,0,9,4,29,335000,533350020
1861,0,5,18890,21,1,1,3,1,2,3,1361,0,1,4,2462,2,4,12,1,5,2,2,2,0,155,24,9,4,33,190000,533352075
1863,2,5,11700,19,0,41,3,1,5,3,912,0,1,4,1152,1,4,7,0,3,0,2,2,2,0,126,1,4,42,143450,534125120
1864,13,5,8000,19,0,525,3,1,5,3,1008,4,1,4,2411,2,4,8,1,4,0,2,2,2,0,192,9,4,40,240050,534127080
1865,9,5,8723,19,0,0,3,2,2,0,973,0,1,4,1082,1,4,6,0,3,0,3,2,2,160,0,9,4,41,162500,534127140
1866,2,5,11700,19,0,196,3,2,2,3,1295,1,1,4,1295,1,4,6,0,3,0,0,2,2,0,194,9,4,42,164000,534127260
1867,2,5,11358,19,5,0,3,1,5,3,1124,4,1,4,1610,2,2,8,1,5,0,2,2,2,202,0,9,4,38,185000,534128090
1868,2,5,9547,19,5,112,3,2,2,3,1594,0,1,4,1594,2,2,6,1,5,0,2,2,2,190,80,9,4,17,188500,534151090
1869,13,5,10530,19,5,194,2,2,2,3,1148,0,1,4,2075,2,2,8,1,2,0,3,2,2,235,86,9,4,17,255000,534151180
1872,2,5,9600,19,5,320,3,1,5,3,1242,1,1,4,1242,1,4,6,1,5,0,3,2,2,0,0,9,4,37,175500,534177210
1873,2,5,10800,19,0,203,3,1,5,3,1052,4,1,4,1052,1,4,6,0,3,0,0,1,2,0,133,0,4,47,127000,534178010
1875,2,5,10355,15,1,196,3,1,5,3,1214,4,1,4,1214,2,4,5,1,1,0,2,1,2,0,111,9,4,43,143000,534202030
1876,2,5,10289,15,1,168,3,1,5,3,1073,4,1,4,1073,1,4,6,0,3,0,2,2,2,0,0,9,4,45,156000,534204120
1878,0,5,10624,15,1,84,3,1,5,3,1728,4,1,4,1728,2,4,10,0,3,4,3,1,2,155,0,9,4,46,119000,534252060
1880,2,5,12342,15,1,0,3,1,5,3,978,4,1,4,1422,1,4,6,1,5,0,2,1,2,0,0,9,4,50,139900,534252110
1882,2,5,8892,15,1,66,3,1,5,3,1065,2,1,4,1065,1,4,6,0,3,4,3,2,2,74,0,0,4,50,126500,534275220
1884,2,5,7535,15,1,0,3,1,5,3,912,1,1,4,912,1,4,5,0,3,0,0,1,2,12,285,9,4,52,120000,534276160
1885,2,5,7450,15,1,0,3,1,5,3,894,2,1,4,1074,1,2,6,1,2,4,3,2,2,0,72,9,4,54,124000,534276180
1886,2,5,8339,15,1,0,3,3,3,4,0,4,1,4,882,1,4,5,0,3,0,2,1,2,0,0,9,4,51,106500,534276290
1888,2,5,8243,15,1,56,3,1,5,3,964,0,1,4,964,1,4,5,1,1,4,0,2,2,170,0,9,4,49,137500,534278170
1889,2,5,8680,15,1,0,3,1,5,3,894,4,1,4,894,1,4,5,0,3,4,3,1,2,0,0,9,4,50,117600,534278190
1890,2,5,8800,15,5,202,3,1,5,3,1174,0,1,4,1200,2,4,6,1,5,0,2,2,2,0,0,1,4,44,163500,534401120
1891,10,5,9200,15,0,98,3,1,5,1,1042,4,1,4,1042,2,4,5,0,3,0,2,2,2,192,0,9,4,45,161000,534401200
1892,10,5,9350,15,0,108,3,1,2,1,1302,0,1,4,1302,2,2,7,0,3,0,2,1,2,333,0,1,4,46,158000,534403040
1893,13,5,8800,15,0,306,3,1,5,3,845,0,1,4,2154,2,4,8,1,2,0,2,2,2,0,0,9,4,46,224500,534403290
1895,2,5,22002,15,0,136,3,1,5,2,1592,2,1,4,1652,1,2,6,1,2,0,2,2,2,0,0,9,4,51,200000,534425015
1896,2,5,14585,15,0,85,3,1,5,3,1144,0,1,4,1429,1,2,7,2,2,0,3,2,2,216,110,9,4,50,181900,534425080
1897,2,5,7388,15,1,0,3,1,5,3,1063,2,1,4,1327,1,2,7,0,3,4,3,2,2,0,0,9,4,51,150750,534427140
1899,2,5,8280,15,0,0,3,1,5,3,932,0,1,0,932,1,2,4,1,2,0,3,1,2,0,0,9,4,60,124000,534430090
1900,7,5,12172,15,1,0,3,2,5,3,822,4,1,4,908,1,4,4,0,3,0,3,2,2,284,24,9,4,70,138500,534431020
1902,2,5,5000,3,4,0,1,1,1,3,666,1,0,4,860,1,2,4,0,3,6,1,0,0,0,52,9,4,64,87550,534450110
1903,5,5,3500,3,4,0,3,1,5,3,370,4,0,0,860,1,1,4,0,3,6,1,0,0,0,21,9,4,65,87550,534451020
1905,13,5,9500,15,0,272,3,1,5,3,816,4,1,4,1977,1,4,9,1,5,0,2,2,2,0,52,9,4,46,165000,534475170
1908,5,5,9492,15,1,0,3,1,5,3,768,4,1,4,1376,1,4,6,1,2,0,3,1,2,0,0,9,4,69,105000,534479120
1910,0,5,8668,15,1,0,3,1,5,3,1560,4,1,4,1560,2,4,8,0,3,4,3,3,2,0,0,9,4,42,126000,535101150
1911,9,5,10050,15,1,87,3,1,5,0,793,0,1,4,1280,2,4,6,1,5,1,0,2,2,140,40,9,4,44,175000,535102010
1912,10,5,9600,15,0,291,3,1,5,0,1218,4,1,4,1254,1,4,6,1,2,0,2,2,2,0,0,9,4,49,158500,535105110
1914,5,5,11344,15,1,180,3,1,5,3,874,4,1,0,1524,1,4,7,0,3,0,3,1,2,0,0,9,4,52,144000,535106180
1915,13,5,18450,15,0,113,3,1,2,3,1021,4,1,4,2380,2,4,7,1,4,3,3,2,2,0,265,9,0,45,129000,535126180
1916,2,5,8760,15,0,0,3,1,5,3,936,4,1,4,936,1,2,4,0,3,0,2,1,2,0,0,9,4,53,141000,535151020
1917,2,5,6860,15,1,54,3,1,5,3,1008,0,1,4,1008,1,1,6,0,3,4,3,1,2,0,0,9,4,54,131000,535151100
1918,2,5,8250,15,1,0,3,1,5,3,1053,2,1,4,1053,1,2,6,0,3,5,2,2,2,240,0,9,4,47,142100,535151110
1919,2,5,8176,15,1,0,3,1,5,3,1056,1,1,4,1056,1,4,6,0,3,0,2,1,2,0,0,9,4,52,139000,535152060
1920,2,5,9750,15,0,243,3,1,5,3,1442,2,1,4,1442,1,4,7,0,3,0,2,1,2,0,0,0,4,52,157900,535154080
1921,2,5,9250,15,1,0,3,1,5,3,1056,4,1,4,1056,1,4,6,0,3,0,3,1,2,390,0,9,4,56,139400,535155110
1922,2,5,11988,15,0,0,3,1,5,3,1244,0,1,0,1244,1,4,6,2,2,0,3,1,2,0,40,9,4,53,150000,535176070
1923,2,5,9100,15,1,69,3,1,5,3,1144,4,1,4,1144,1,4,6,1,2,0,2,1,2,0,0,9,4,50,120000,535177020
1925,2,5,9770,15,1,0,3,1,5,3,922,4,1,0,922,1,4,5,0,3,0,3,1,2,0,34,9,4,53,116000,535179120
1926,2,5,10152,15,1,120,3,1,5,3,1048,4,1,4,1048,1,4,6,0,3,0,3,1,2,0,20,9,4,54,135000,535180030
1927,2,5,12155,15,0,0,3,1,2,3,1657,2,1,4,1657,2,4,7,1,5,0,3,2,2,0,0,9,4,40,163500,535181030
1928,2,5,12198,15,1,0,3,1,5,0,1204,4,1,4,1411,1,4,7,1,5,0,2,1,2,278,82,0,4,55,130000,535181140
1929,2,5,10050,15,1,0,3,1,5,3,1216,4,1,4,1216,1,4,5,0,3,0,2,1,2,0,0,9,4,55,129500,535300040
1931,0,5,8078,15,1,260,3,1,5,3,1560,4,1,4,1560,2,4,8,0,3,4,3,2,2,0,0,9,4,52,128600,535301160
1932,2,5,10950,15,0,0,3,1,5,3,948,4,1,4,948,1,4,5,0,3,4,3,2,0,0,48,9,4,58,125000,535302070
1934,2,5,8923,15,1,0,3,1,5,3,1008,2,1,4,1008,1,2,6,0,3,0,3,1,2,0,18,9,4,57,134500,535305180
1935,2,5,8540,15,1,0,3,1,5,3,925,4,1,4,925,1,2,5,0,3,4,3,1,2,152,0,9,4,54,127000,535325090
1936,10,5,7134,15,1,0,3,1,5,3,384,4,1,4,1360,1,4,6,1,5,4,3,2,2,0,50,9,4,55,130000,535325280
1939,2,5,13300,15,1,0,3,1,2,3,928,4,1,4,928,1,4,4,0,3,0,3,1,2,261,0,9,4,54,132000,535327200
1941,2,5,15783,20,1,0,3,1,5,3,924,4,1,4,924,1,4,6,0,3,4,3,1,2,0,324,9,4,58,112500,535353130
1943,7,5,9600,15,1,0,3,1,5,3,845,4,1,4,893,1,2,4,0,3,4,3,2,2,0,0,9,4,61,135000,535354050
1944,5,5,12099,15,1,0,3,1,5,3,1216,0,1,4,1728,1,4,7,1,2,0,3,1,2,200,0,9,4,57,156000,535354260
1945,12,5,21281,15,1,0,3,0,5,3,666,2,1,4,2462,3,2,9,0,3,2,3,3,2,0,208,9,3,75,301600,535355020
1947,7,5,5500,20,2,0,3,1,5,3,882,0,1,4,882,1,4,4,0,3,6,1,0,2,0,0,9,4,54,103200,535376010
1948,5,5,10284,20,2,0,3,1,5,2,1151,0,1,4,1281,2,4,6,0,3,4,3,2,2,0,0,9,0,85,128500,535378080
1950,12,5,10800,20,1,0,3,1,2,0,736,0,1,4,1534,1,2,6,0,3,6,1,0,0,0,112,9,4,115,148000,535379110
1951,1,5,5400,20,1,0,3,0,1,3,691,0,1,0,860,1,0,4,0,3,4,3,1,0,0,20,9,0,90,87550,535382150
1953,2,5,8700,15,1,53,3,1,5,3,920,2,1,4,888,1,4,5,0,3,0,3,1,2,0,0,0,0,49,120000,535402180
1957,2,5,11664,15,0,206,3,1,5,3,1082,4,1,4,1082,1,4,5,1,2,4,3,1,2,0,130,9,4,62,119200,535450220
1958,5,5,10496,15,0,320,3,1,5,2,1040,0,1,4,1846,2,4,7,1,2,0,3,1,2,0,0,9,4,61,143000,535450310
1959,2,5,7200,15,1,0,3,1,5,3,876,4,1,4,988,1,4,6,0,3,0,3,1,2,0,80,9,4,60,119000,535451040
1960,2,5,7200,15,1,0,3,1,5,3,864,1,1,0,1238,1,4,6,1,5,0,3,1,2,0,171,9,4,60,102000,535451100
1961,2,5,7200,15,1,0,3,1,5,3,864,2,1,4,864,1,2,5,0,3,4,2,2,2,194,0,9,4,60,129000,535451110
1962,2,5,7000,15,1,45,3,1,5,3,1010,0,1,4,1134,1,4,6,0,3,0,2,1,2,0,16,9,3,50,135000,535452060
1964,2,5,7315,15,1,0,3,1,5,3,1170,4,1,4,1170,1,4,6,1,5,0,2,1,2,0,0,9,4,52,140000,535453150
1965,2,5,7903,15,1,0,3,1,5,3,1242,2,1,0,1242,1,4,6,0,3,0,2,1,2,0,0,9,3,50,152000,535453180
1966,2,5,8000,15,1,0,3,1,5,3,1377,4,1,4,1377,1,4,6,2,5,0,3,1,2,0,0,9,4,50,156500,535457020
1967,0,5,8000,15,1,0,3,1,5,3,1800,0,0,4,1800,2,4,10,0,3,6,1,0,2,0,0,9,4,49,141000,535457040
1969,13,5,9760,15,0,340,3,1,5,1,822,2,1,4,1851,2,2,7,1,1,0,2,2,2,239,42,9,4,46,187000,535476360
1970,13,5,7590,15,1,288,3,1,5,3,864,4,1,4,1812,2,4,8,1,5,0,2,1,2,0,168,9,4,48,169500,535477130
1971,2,5,6600,15,1,0,3,1,5,3,864,2,1,4,864,1,4,5,0,3,4,3,1,2,58,0,9,4,48,125500,535477180
1972,9,5,6760,15,1,0,3,1,5,0,896,4,1,4,936,1,4,6,1,4,0,2,1,2,24,90,9,4,48,130000,535478040
1973,1,6,6978,20,1,0,2,0,5,3,850,4,1,4,960,1,4,5,0,3,4,2,2,2,0,0,9,4,84,103000,902100010
1974,12,6,9600,20,1,0,3,0,1,3,264,0,1,4,1432,2,4,7,0,3,4,3,2,2,270,0,9,0,100,132000,902105110
1978,1,6,3153,20,1,0,3,0,5,3,967,2,1,4,967,1,4,5,1,2,4,3,1,0,0,0,9,4,90,99900,902110010
1979,1,6,10800,20,2,0,3,0,1,3,641,2,1,4,1047,1,4,6,0,3,4,3,1,0,0,0,9,4,125,100000,902125120
1980,1,6,7200,20,1,279,3,1,5,3,808,0,1,4,1072,1,4,5,2,2,4,3,2,2,0,0,9,4,70,130000,902128160
1981,5,6,9000,20,1,0,3,0,5,3,680,0,1,4,1174,1,2,6,1,2,4,3,2,2,116,26,9,4,110,135000,902201090
1982,5,6,6000,20,4,0,3,1,5,3,649,0,1,4,1183,1,4,6,0,3,4,3,1,2,0,176,9,4,62,120000,902201130
1984,5,6,5925,20,2,0,3,0,1,3,570,2,0,4,1141,1,4,6,0,3,4,3,1,2,0,0,5,4,110,87550,902205020
1985,1,6,6000,20,2,0,3,2,5,3,960,2,1,0,960,1,1,5,0,3,4,3,1,2,0,0,9,4,90,108500,902205130
1986,12,6,9639,20,2,0,3,2,5,3,1075,0,1,4,1798,2,4,7,0,3,4,3,2,0,0,0,9,4,110,137000,902206270
1988,1,6,8520,20,1,0,2,1,5,3,968,4,1,4,968,1,4,5,0,3,4,3,2,0,0,0,9,4,87,100000,902207150
1989,12,6,10337,20,8,0,2,0,5,3,725,0,0,4,1772,2,2,7,0,3,4,3,2,2,0,0,9,4,100,184900,902300020
1990,12,6,9863,20,0,0,3,0,5,3,728,4,1,4,1642,1,4,9,1,2,4,3,1,2,0,0,9,0,83,145000,902300040
1991,5,6,9600,20,1,0,3,2,5,2,702,2,1,4,1472,1,2,6,0,3,4,3,1,1,0,0,9,4,85,125000,902301030
1992,12,6,4571,20,1,0,3,0,5,3,616,0,1,4,1232,1,4,6,0,3,4,3,2,2,280,0,9,4,100,114000,902301130
1995,12,6,9900,20,0,0,3,0,5,2,1008,4,1,4,2210,2,1,8,0,3,4,3,1,0,0,48,9,4,130,117500,902304040
1997,15,6,13500,20,5,0,3,2,5,3,819,4,1,0,2454,2,4,8,1,2,0,3,2,0,0,148,9,4,131,185000,902330090
1998,11,1,7200,20,0,0,3,0,5,2,1214,0,0,4,2291,2,4,9,1,2,4,3,2,2,0,0,9,4,100,133900,902332030
1999,4,6,5400,20,0,0,3,0,5,2,1149,2,1,0,1616,2,2,5,0,3,4,3,1,2,0,0,9,4,84,152000,902401030
2000,1,6,8100,20,1,0,3,0,5,3,1559,2,1,4,1559,1,4,5,0,3,4,3,2,2,0,116,0,4,62,153500,902404010
2002,5,6,9439,20,1,0,3,1,5,3,912,2,1,0,1248,1,4,6,0,3,4,3,1,2,0,0,9,4,80,87550,902427040
2003,2,6,8626,20,2,1,3,1,3,4,0,2,1,4,968,1,4,5,0,3,0,3,1,2,0,0,9,4,54,104500,902427140
2004,10,6,11800,20,2,0,3,3,3,4,0,0,1,4,1382,2,4,6,1,5,0,2,1,2,0,40,9,4,61,110000,902427180
2005,4,5,6854,3,1,0,3,2,5,3,756,4,0,0,1060,1,4,6,1,2,4,3,1,2,0,65,9,4,85,136500,903201090
2006,5,6,8674,3,1,0,3,1,1,3,910,4,1,4,1435,1,4,6,0,3,4,3,1,2,0,33,9,4,60,128250,903204030
2007,1,5,8731,3,1,0,3,0,5,3,915,4,1,4,1167,1,4,6,1,2,4,3,2,2,0,0,9,4,90,144000,903205085
2008,5,5,8737,3,0,0,3,0,2,3,1065,0,1,0,1635,1,4,6,1,2,4,3,2,2,0,38,9,4,87,210000,903206170
2009,5,6,6125,3,1,0,3,1,5,3,728,0,1,4,1274,2,4,6,0,3,4,3,1,2,0,0,1,4,71,135000,903225040
2010,12,6,6000,3,0,0,3,1,5,2,600,0,1,4,1232,1,4,6,2,5,0,3,1,2,0,0,9,4,71,128000,903227140
2012,7,6,6120,3,1,0,2,0,5,3,884,0,1,4,884,1,4,5,0,3,4,3,1,2,0,0,9,4,71,113000,903231050
2013,5,6,6240,3,0,0,3,0,5,3,861,2,1,4,1409,1,4,6,1,2,4,3,2,2,225,0,9,4,72,126000,903231090
2015,5,6,6240,3,1,0,3,0,5,3,966,0,1,4,1426,1,4,6,1,2,4,3,1,2,174,0,9,4,80,131750,903232100
2018,7,6,6120,3,5,0,3,0,5,3,832,0,1,0,860,1,4,5,0,3,4,3,2,2,48,112,9,4,81,132000,903233140
2019,5,6,6240,3,0,0,3,0,5,3,884,4,1,0,1367,1,4,6,1,2,4,3,1,2,0,0,9,4,79,127500,903233180
2020,1,6,6180,3,0,0,3,0,5,3,960,4,0,4,986,1,4,5,1,2,4,3,1,2,0,128,9,4,84,102000,903234160
2021,12,6,7755,20,0,0,3,1,5,3,1100,0,1,0,2264,2,4,8,0,3,4,3,1,2,0,152,9,4,92,200000,903236130
2022,12,5,13515,3,0,0,3,2,5,3,764,0,1,0,1824,1,4,8,1,2,4,3,2,0,0,0,9,4,91,180500,903400040
2023,5,5,8850,3,0,0,3,2,5,3,768,0,1,4,1376,1,2,7,0,3,4,3,2,1,0,54,9,4,90,165000,903401070
2024,5,5,8550,3,1,0,3,2,1,3,750,4,1,4,1316,1,4,7,0,3,4,3,2,2,0,0,5,3,84,90000,903425270
2025,12,5,8730,3,0,0,3,0,5,3,698,0,1,0,1396,1,4,7,0,3,4,3,1,2,0,0,9,4,95,153575,903425280
