,MS_SubClass,MS_Zoning,Neighborhood,Overall_Qual,Mas_Vnr_Area,Exter_Qual,Foundation,Bsmt_Qual,Bsmt_Exposure,Total_Bsmt_SF,Heating_QC,Central_Air,Electrical,Gr_Liv_Area,Full_Bath,Half_Bath,Kitchen_Qual,TotRms_AbvGrd,Fireplaces,Fireplace_Qu,Garage_Type,Garage_Finish,Garage_Cars,Paved_Drive,Wood_Deck_SF,Open_Porch_SF,Sale_Type,Sale_Condition,Latitude,Age_of_Property,Sale_Price,PID
1697,13,5,18,3,772,0,2,2,0,2153,0,1,4,2480,2,1,0,9,1,2,2,0,3,2,414,84,9,4,42.062434,4,345474,528110100
1699,2,5,18,8,304,2,2,0,1,1976,0,1,4,1976,2,0,2,7,1,0,0,2,3,2,250,63,6,5,42.061131,4,345474,528114050
1700,13,5,18,3,365,2,2,0,1,1704,0,1,4,2480,2,1,0,9,1,0,2,0,3,2,282,55,9,4,42.06027,5,345474,528118040
1701,2,5,18,7,970,0,2,0,0,2320,0,1,4,2290,2,1,0,7,1,2,0,0,3,2,192,30,6,5,42.060269,3,345474,528118050
1703,13,5,18,8,344,2,2,0,0,1143,0,1,4,2473,2,1,2,9,1,2,2,2,3,2,192,151,9,4,42.060576,6,317000,528120150
1705,13,5,18,8,300,2,2,0,3,1582,0,1,4,2161,1,1,0,8,1,2,0,0,3,2,178,120,6,5,42.059561,3,325624,528144050
1706,2,5,18,3,510,0,2,0,1,1802,0,1,4,1802,2,1,0,7,1,2,0,0,3,2,158,105,9,4,42.06113,4,345474,528150040
1707,13,5,18,8,502,2,2,2,0,1706,0,1,4,2480,2,1,0,11,1,0,2,2,3,2,194,50,9,4,42.059761,6,342000,528150110
1708,13,5,18,8,388,2,2,0,0,1136,0,1,4,2468,2,1,2,10,1,2,2,0,3,2,184,154,9,4,42.059677,6,345474,528150120
1710,13,5,18,8,340,2,2,2,3,1181,0,1,4,2374,2,1,0,10,1,2,2,0,3,2,104,100,9,4,42.058619,7,285000,528168040
1712,2,5,18,5,210,2,2,2,2,1614,0,1,4,1614,2,0,2,7,0,3,0,2,3,2,100,38,9,4,42.059202,5,245700,528172050
1713,2,5,18,8,210,2,2,2,3,1721,0,1,4,1721,2,0,2,7,0,3,0,2,2,2,168,27,9,4,42.059197,5,232698,528172070
1714,13,5,18,8,0,2,2,2,3,1298,0,1,4,1828,2,1,2,7,0,3,2,2,3,2,0,40,6,5,42.059194,4,250000,528172075
1715,3,5,18,0,256,2,2,2,0,1362,0,1,4,1362,2,0,2,6,1,2,0,2,2,2,192,28,9,4,42.059175,5,194700,528174010
1717,3,5,18,0,182,2,2,2,0,1302,0,1,4,1302,1,1,2,5,1,2,0,2,2,2,110,50,9,4,42.059176,5,200000,528174030
1721,3,5,18,8,178,2,2,2,2,1370,0,1,4,1370,2,0,2,6,1,2,0,2,2,2,120,49,9,4,42.058284,4,202500,528181080
1722,3,5,18,3,394,0,2,0,3,1577,0,1,4,1577,2,0,0,6,1,2,0,2,2,2,203,39,9,4,42.056827,5,280000,528186050
1723,3,5,18,3,246,0,2,0,3,1561,0,1,4,1561,2,0,0,6,1,2,0,0,2,2,203,47,9,4,42.057124,5,277500,528186090
1724,3,5,18,3,362,0,2,0,3,1869,0,1,4,1869,2,0,0,6,1,2,0,2,2,2,210,54,6,5,42.05738,3,318061,528186120
1725,3,5,18,8,176,2,2,2,3,1324,0,1,4,1324,2,0,2,6,1,2,0,0,2,2,0,38,6,5,42.0568529,4,221370,528186190
1726,3,5,18,5,235,2,2,2,3,1405,0,1,4,1405,2,0,2,6,1,2,0,2,2,2,136,36,9,4,42.057209,7,200000,528188160
1727,13,5,8,0,0,2,1,2,3,768,0,1,4,1496,3,0,2,7,0,3,0,3,2,2,100,0,6,5,42.063388,3,181755,528218010
1728,13,5,8,0,0,2,2,2,3,768,0,1,4,1536,2,1,2,6,1,2,0,0,2,2,100,38,9,4,42.063381,5,176000,528218020
1729,13,5,8,0,0,2,2,2,3,783,0,1,4,1484,2,1,2,8,1,2,0,0,2,2,0,72,6,5,42.062483,5,178900,528218050
1730,13,5,8,5,44,3,2,2,3,608,0,1,4,1458,2,0,2,6,0,3,2,0,2,2,100,33,6,5,42.062279,4,168165,528218100
1734,13,5,8,5,0,2,2,2,0,728,0,1,4,1456,2,1,2,8,1,2,0,0,2,2,100,24,6,5,42.062533,3,179540,528221090
1736,2,5,8,5,0,2,2,2,0,1340,0,1,4,1340,2,0,2,6,0,3,0,0,2,2,100,30,6,5,42.062931,3,181134,528222040
1737,13,5,8,0,0,3,2,2,3,616,0,1,4,1412,2,1,2,6,1,2,2,0,2,2,0,36,6,5,42.062974,4,156932,528222050
1738,13,5,8,0,22,2,2,2,0,752,0,1,4,1504,2,1,2,6,0,3,0,0,2,2,100,32,6,5,42.063019,3,166000,528222060
1739,13,5,8,5,16,2,2,2,3,728,0,1,4,1456,2,1,2,7,0,3,0,0,2,2,100,24,6,5,42.063106,3,177594,528222080
1740,2,5,8,5,0,2,2,2,3,1246,0,1,4,1258,2,0,2,6,0,3,0,2,2,2,0,0,6,5,42.063342,3,173500,528222090
1745,2,5,8,5,0,2,2,2,0,1530,0,1,4,1530,2,0,2,7,1,2,0,0,3,2,144,36,9,3,42.061713,6,259000,528231010
1746,10,5,8,5,0,2,2,2,1,835,0,1,4,1119,2,0,2,5,0,3,0,0,2,2,100,24,9,4,42.061429,6,188500,528231030
1747,10,5,8,5,0,2,2,2,3,384,0,1,4,1374,2,1,2,8,1,2,2,0,2,2,100,0,9,3,42.061483,6,175000,528235000
1749,2,5,8,5,0,2,2,2,0,1510,0,1,4,1525,2,1,2,6,1,2,0,2,2,2,100,18,6,5,42.061531,4,206580,528235170
1750,13,5,8,5,0,2,2,2,3,840,0,1,4,1720,2,1,2,7,1,2,0,0,2,2,100,48,9,4,42.061318,6,183500,528240020
1753,13,5,8,0,0,3,2,2,3,924,0,1,4,1690,2,1,4,7,1,5,0,2,2,2,100,48,9,0,42.058858,10,181000,528275035
1754,13,5,8,5,0,2,2,2,3,854,0,1,4,1995,2,1,2,8,1,2,2,0,2,2,264,48,9,4,42.059181,8,219500,528275110
1755,13,5,8,0,0,3,2,2,3,953,0,1,4,1647,2,1,4,7,1,5,0,2,2,2,0,40,9,4,42.057981,11,175000,528280110
1756,10,5,8,5,0,3,2,2,3,384,0,1,4,1430,2,1,4,8,1,5,2,2,2,2,100,0,9,4,42.058401,10,170000,528280150
1757,13,5,8,5,0,2,2,2,3,660,0,1,4,1320,2,1,2,6,0,3,0,0,2,2,0,48,9,4,42.059526,7,162000,528290060
1758,13,5,8,0,0,3,2,2,3,915,0,1,4,1690,2,1,4,7,1,5,0,2,2,2,0,50,9,4,42.057836,10,187000,528290170
1759,13,5,8,0,0,3,2,2,3,941,0,1,4,1644,2,1,4,7,1,5,0,2,2,2,460,42,9,4,42.058897,11,185000,528294010
1760,13,5,17,7,0,2,2,0,0,2396,0,1,4,2480,3,1,0,10,2,5,0,0,3,2,171,78,9,0,42.0533209,14,345474,528320050
1763,2,5,17,7,705,0,2,0,1,2633,0,1,4,2480,2,1,0,8,2,2,0,2,3,2,314,140,9,4,42.055627,9,345474,528327060
1764,13,5,17,3,422,2,2,0,1,1408,0,1,4,2480,2,1,2,9,1,5,0,0,3,2,108,87,9,4,42.05359,12,345474,528340030
1765,13,5,17,8,0,2,2,2,3,1389,0,1,4,2480,2,1,2,9,1,5,0,0,3,2,286,60,9,4,42.053436,12,322500,528344020
1766,13,5,17,5,275,2,2,2,3,1066,0,1,4,2385,2,1,2,8,1,5,2,0,3,2,120,38,9,4,42.053467,12,252000,528348030
1768,13,5,17,5,0,2,2,2,0,1117,0,1,4,2013,2,1,4,8,1,5,0,3,2,2,180,130,9,4,42.052361,14,269790,528354060
1769,13,5,17,5,594,2,2,2,3,1379,0,1,4,2398,2,1,2,8,1,5,0,0,3,2,239,60,9,4,42.052247,14,315750,528354110
1771,13,5,17,8,513,2,2,2,0,1318,0,1,4,2480,2,1,2,9,1,5,0,2,3,2,222,98,9,4,42.05048,15,290000,528364110
1773,13,5,17,8,309,2,2,0,3,1105,0,1,4,2202,2,1,2,9,1,5,0,2,2,2,0,65,9,4,42.049509,18,263000,528366070
1774,13,5,17,8,526,2,2,2,3,1325,0,1,4,2480,2,1,2,8,1,5,0,2,3,2,198,92,9,4,42.052416,14,330000,528376010
1775,2,5,23,5,0,2,2,2,3,1369,0,1,4,1369,2,0,2,5,0,3,0,3,2,2,0,203,6,5,42.054408,3,213133,528427040
1777,2,5,23,3,302,0,2,0,3,1905,0,1,4,1905,2,0,0,8,1,2,0,0,3,2,0,191,9,4,42.054318,4,320000,528429090
1778,2,5,23,8,84,2,2,2,1,1485,0,1,4,1464,2,0,2,6,0,3,0,3,3,2,168,160,9,4,42.054177,3,282922,528429110
1779,2,5,23,8,248,2,2,2,2,1524,2,1,4,1534,2,0,2,7,1,2,0,0,2,2,168,46,9,3,42.054417,4,215000,528431030
1780,2,5,23,7,754,0,2,0,0,1966,0,1,4,1966,2,0,0,6,1,2,0,0,3,2,76,52,6,5,42.054354,3,345474,528431040
1784,2,5,23,5,205,0,2,0,3,1726,0,1,4,1726,2,0,0,8,1,2,0,0,3,2,171,138,6,5,42.054153,3,311872,528435040
1786,2,5,23,8,410,2,2,2,0,1588,0,1,4,1588,2,0,2,7,1,2,0,2,3,2,144,45,9,4,42.054157,4,227000,528435070
1787,2,5,23,8,148,2,2,2,0,1538,0,1,4,1538,2,0,2,7,0,3,0,2,2,2,146,40,9,4,42.053185,5,260000,528439040
1788,2,5,23,8,140,2,2,2,0,1496,0,1,4,1496,2,0,2,7,0,3,0,0,2,2,168,130,6,5,42.053186,3,225000,528439050
1789,2,5,23,5,143,2,2,2,0,1494,0,1,4,1506,2,0,2,7,1,2,0,2,2,2,192,35,9,4,42.053227,5,249000,528439080
1790,2,5,23,8,186,2,2,0,0,1686,0,1,4,1694,2,0,2,7,1,2,0,2,2,2,255,57,9,4,42.053108,6,307000,528441080
1791,13,5,23,5,0,2,2,2,3,982,0,1,4,1977,2,1,2,7,0,3,0,2,3,2,240,53,9,3,42.053032,4,250000,528445020
1792,13,5,23,8,0,2,2,2,3,1302,0,1,4,1830,2,1,2,7,0,3,2,2,3,2,0,40,9,4,42.053067,4,221300,528445070
1794,2,2,23,5,0,2,2,2,3,1335,0,1,4,1335,2,0,2,6,0,3,0,2,2,2,0,210,6,5,42.051795,4,210400,528456230
1795,13,2,23,8,0,2,2,2,0,896,0,1,4,1792,2,1,2,8,0,3,0,0,2,2,184,96,6,5,42.051655,3,255000,528458080
1797,13,2,23,8,0,2,2,2,0,1088,0,1,4,1959,2,1,2,8,1,2,0,2,3,2,208,46,9,4,42.050206,4,270000,528458120
1798,13,2,23,8,0,2,2,2,0,1184,0,1,4,2480,2,1,0,11,1,2,2,0,2,2,208,364,6,5,42.050301,3,303477,528458130
1801,13,2,23,5,0,2,2,2,3,874,0,1,4,1761,3,0,2,7,0,3,0,0,2,2,144,105,6,5,42.052119,3,227875,528480020
1802,2,2,23,8,0,0,2,2,2,1574,0,1,4,1584,2,0,0,6,1,2,0,0,2,2,0,256,6,5,42.051377,3,261329,528480180
1803,2,2,23,8,298,2,2,2,0,1685,0,1,4,1685,2,0,2,5,1,2,0,0,3,2,112,63,9,4,42.052267,4,253000,528482010
1805,13,2,23,8,0,2,2,2,3,1580,0,1,4,2466,3,0,2,8,1,2,0,2,2,2,159,214,9,4,42.051054,6,340000,528482090
1806,2,5,22,0,0,3,2,2,3,1100,0,1,4,1100,1,1,4,6,0,3,6,1,0,2,0,136,6,5,42.037586,4,146000,531363020
1808,2,5,22,1,126,2,2,2,3,1094,0,1,4,1094,1,0,2,6,0,3,4,3,2,2,0,0,9,4,42.037643,7,149000,531375140
1809,2,5,22,5,170,2,2,2,3,1461,0,1,4,1486,2,0,2,7,0,3,0,2,2,2,0,32,9,4,42.03722,4,181000,531376060
1812,2,5,22,5,108,3,2,2,3,1349,0,1,4,1349,2,0,4,6,0,3,0,3,2,2,120,55,9,4,42.036038,10,179000,531385070
1813,2,5,22,5,0,2,2,2,1,1482,0,1,4,1494,2,0,2,5,1,1,0,2,2,2,402,25,9,4,42.035071,12,215000,531385130
1814,3,5,22,0,0,2,2,2,3,1575,2,1,4,1575,2,0,2,5,0,3,0,2,2,2,0,0,9,4,42.036464,18,179200,531451030
1816,9,5,22,1,0,3,1,2,0,840,2,1,4,884,1,0,2,5,0,3,0,2,2,2,240,0,9,4,42.035678,27,144000,531453140
1817,0,4,22,1,320,3,3,3,4,0,4,1,4,2020,2,0,4,10,2,5,4,3,2,2,0,0,9,4,42.0362103,33,144000,531477040
1818,2,5,21,1,0,3,1,2,3,894,4,1,4,894,1,0,4,5,0,3,4,3,1,2,192,0,9,4,42.034678,33,120750,532353120
1820,2,5,21,1,0,3,1,5,3,1057,4,1,4,1057,1,0,4,6,0,3,4,0,2,2,0,0,9,4,42.035871,48,132000,532354060
1821,2,5,21,1,0,3,1,5,3,999,2,1,4,999,1,0,2,6,0,3,4,3,1,2,0,132,9,4,42.035857,48,132500,532354070
1822,2,5,21,2,0,3,1,5,3,1040,4,1,4,1120,1,1,1,5,0,3,0,2,2,2,168,0,9,4,42.034532,49,129000,532376040
1824,2,5,21,1,0,3,1,5,3,1040,4,1,4,1040,1,1,4,5,0,3,4,0,2,2,188,0,9,4,42.035675,42,145000,532377050
1825,2,5,21,1,57,3,1,5,3,988,4,1,4,988,1,0,4,5,0,3,4,3,2,2,0,0,9,4,42.034652,49,128500,532377140
1827,13,5,27,5,272,2,2,2,3,1223,2,1,4,2480,2,1,2,7,1,5,0,2,2,2,0,99,9,4,42.037652,20,300000,532476080
1829,2,5,21,1,44,3,1,1,1,1037,4,1,4,1037,1,0,4,5,0,3,0,2,2,2,136,47,9,4,42.03466,36,129000,532479050
1830,9,5,21,1,0,3,1,2,1,1390,4,1,4,1701,2,0,4,6,2,5,1,0,2,2,0,0,9,4,42.034644,35,171000,532479120
1831,2,5,21,0,0,3,1,2,2,1044,4,1,4,1055,1,0,2,5,1,5,0,2,2,2,455,0,9,0,42.034673,37,147000,532479140
1832,13,5,17,8,336,2,2,0,3,1453,0,1,4,2480,2,1,2,9,1,0,0,2,2,2,500,0,9,4,42.047384,20,302000,533120030
1833,5,5,17,8,337,2,2,2,3,1683,0,1,4,2480,2,1,2,9,1,5,0,0,2,2,0,33,9,4,42.045776,18,285000,533130170
1835,3,2,23,8,30,2,2,2,3,1141,0,1,4,1151,2,0,2,5,0,3,0,0,2,2,0,60,6,5,42.0474249,4,166000,533206060
1838,3,2,23,5,0,2,2,0,3,1352,0,1,4,1352,2,0,2,5,1,2,0,2,2,2,0,241,6,5,42.047705,4,194000,533208020
1840,3,2,23,5,0,2,2,2,3,1241,0,1,4,1241,1,1,2,4,0,3,0,0,2,2,0,116,6,5,42.047687,4,199900,533208040
1842,14,2,23,0,342,3,2,2,3,744,2,1,4,1501,2,1,4,6,1,5,4,3,2,2,0,0,9,4,42.047104,11,176500,533213130
1844,14,2,23,0,513,2,2,2,3,756,0,1,4,1512,2,1,2,4,1,5,4,3,2,2,0,32,9,4,42.046144,10,168500,533221030
1846,14,2,23,0,456,2,2,2,3,756,0,1,4,1525,2,1,2,5,1,5,4,3,2,2,0,0,9,4,42.046145,10,177000,533221100
1848,14,2,23,8,456,2,2,2,3,776,0,1,4,1441,2,1,2,5,0,3,4,3,2,2,206,0,9,4,42.047171,11,174000,533236040
1850,2,2,23,5,0,2,2,2,3,1339,0,1,4,1358,2,0,2,5,0,3,4,3,2,2,176,174,0,4,42.046137,11,204000,533242080
1853,3,5,27,8,0,2,2,2,1,1494,0,1,4,1494,1,1,2,5,1,2,0,0,2,2,0,30,9,4,42.044383,16,279700,533250190
1854,2,5,27,5,600,2,1,2,3,2002,0,1,4,2362,2,1,2,8,1,5,0,2,2,2,180,16,9,4,42.044762,30,255000,533251110
1855,10,5,27,1,0,3,2,2,1,1360,0,1,4,1432,1,1,2,5,1,5,0,3,2,2,168,180,9,4,42.044989,32,194000,533251130
1856,2,5,27,1,0,2,1,2,1,1437,4,1,4,1437,2,0,2,6,1,1,0,2,2,2,0,21,9,4,42.042994,34,218000,533252130
1857,3,5,10,8,0,2,1,2,1,1057,4,1,4,1295,1,0,2,4,2,5,0,0,2,2,133,89,9,4,42.043754,32,213750,533253180
1858,10,5,27,0,360,2,1,5,3,528,0,1,4,1855,2,1,4,7,1,5,0,2,2,2,113,100,9,4,42.043048,34,187000,533254100
1859,2,5,27,0,0,3,1,2,1,1262,0,1,4,1262,2,0,4,6,1,5,0,2,2,2,298,0,9,4,42.042961,34,181500,533254130
1861,0,5,21,1,1,3,1,2,3,1361,0,1,4,2480,2,2,4,12,1,5,2,2,2,0,155,24,9,4,42.0349702,33,190000,533352075
1862,13,2,23,5,0,2,2,2,3,1057,0,1,4,1929,2,1,2,7,1,5,0,0,2,2,0,235,9,4,42.048488,9,226000,534104090
1863,2,5,19,0,41,3,1,5,3,912,0,1,4,1152,1,1,4,7,0,3,0,2,2,2,0,126,1,4,42.046549,42,143450,534125120
1864,13,5,19,0,525,3,1,5,3,1008,4,1,4,2411,2,1,4,8,1,4,0,2,2,2,0,192,9,4,42.047758,40,240050,534127080
1865,9,5,19,0,0,3,2,2,0,973,0,1,4,1082,1,0,4,6,0,3,0,3,2,2,160,0,9,4,42.048067,41,162500,534127140
1866,2,5,19,0,196,3,2,2,3,1295,1,1,4,1295,1,1,4,6,0,3,0,0,2,2,0,194,9,4,42.04849,42,164000,534127260
1867,2,5,19,5,0,3,1,5,3,1124,4,1,4,1610,2,0,2,8,1,5,0,2,2,2,202,0,9,4,42.047615,38,185000,534128090
1868,2,5,19,5,112,3,2,2,3,1594,0,1,4,1594,2,0,2,6,1,5,0,2,2,2,190,80,9,4,42.043363,17,188500,534151090
1870,0,5,19,1,164,3,1,5,3,1680,1,1,4,1680,2,0,4,8,0,3,4,3,2,2,0,0,9,4,42.045483,34,136905,534175010
1874,2,5,15,1,0,3,1,5,3,949,4,1,4,1107,1,0,2,5,0,3,0,2,1,2,88,64,9,4,42.047811,43,127000,534201040
1875,2,5,15,1,196,3,1,5,3,1214,4,1,4,1214,2,0,4,5,1,1,0,2,1,2,0,111,9,4,42.048292,43,143000,534202030
1877,2,5,15,1,0,3,1,5,3,1024,4,1,4,1344,1,0,4,6,1,5,4,3,1,2,316,28,9,4,42.044758,52,144000,534252040
1878,0,5,15,1,84,3,1,5,3,1728,4,1,4,1728,2,0,4,10,0,3,4,3,1,2,155,0,9,4,42.043984,46,119000,534252060
1879,0,5,15,2,0,3,3,3,4,0,4,0,4,1224,2,0,4,8,0,3,3,3,3,2,0,0,9,4,42.043929,46,103000,534252070
1881,2,5,15,0,0,3,1,5,2,958,4,1,4,958,1,0,4,5,0,3,0,2,1,2,0,0,9,4,42.042124,50,151500,534275170
1882,2,5,15,1,66,3,1,5,3,1065,2,1,4,1065,1,1,4,6,0,3,4,3,2,2,74,0,0,4,42.04227,50,126500,534275220
1883,10,5,15,0,63,3,1,5,0,588,0,1,4,1138,1,0,4,6,0,3,0,2,1,2,224,0,9,4,42.044036,52,145000,534276070
1885,2,5,15,1,0,3,1,5,3,894,2,1,4,1074,1,0,2,6,1,2,4,3,2,2,0,72,9,4,42.042485,54,124000,534276180
1886,2,5,15,1,0,3,3,3,4,0,4,1,4,882,1,0,4,5,0,3,0,2,1,2,0,0,9,4,42.042479,51,106500,534276290
1887,2,5,15,1,0,3,1,5,3,864,4,1,4,1187,1,0,4,6,1,5,0,2,2,2,128,0,1,4,42.044921,49,140500,534278150
1888,2,5,15,1,56,3,1,5,3,964,0,1,4,964,1,0,4,5,1,1,4,0,2,2,170,0,9,4,42.043609,49,137500,534278170
1890,2,5,15,5,202,3,1,5,3,1174,0,1,4,1200,2,0,4,6,1,5,0,2,2,2,0,0,1,4,42.039141,44,163500,534401120
1891,10,5,15,0,98,3,1,5,1,1042,4,1,4,1042,2,0,4,5,0,3,0,2,2,2,192,0,9,4,42.040143,45,161000,534401200
1892,10,5,15,0,108,3,1,2,1,1302,0,1,4,1302,2,0,2,7,0,3,0,2,1,2,333,0,1,4,42.0417369,46,158000,534403040
1894,2,5,15,0,212,3,1,5,3,1130,4,1,4,1374,1,0,4,7,1,5,0,2,1,2,0,28,9,4,42.0413937,46,147000,534403420
1895,2,5,15,0,136,3,1,5,2,1592,2,1,4,1652,1,1,2,6,1,2,0,2,2,2,0,0,9,4,42.0417604,51,200000,534425015
1899,2,5,15,0,0,3,1,5,3,932,0,1,0,932,1,0,2,4,1,2,0,3,1,2,0,0,9,4,42.039212,60,124000,534430090
1900,7,5,15,1,0,3,2,5,3,822,4,1,4,908,1,0,4,4,0,3,0,3,2,2,284,24,9,4,42.0392,70,138500,534431020
1901,2,5,3,9,0,1,3,3,4,0,1,0,1,861,1,0,1,2,0,3,6,1,0,0,0,0,9,4,42.036575,64,87000,534450090
1903,5,5,3,4,0,3,1,5,3,370,4,0,0,861,1,0,1,4,0,3,6,1,0,0,0,21,9,4,42.036023,65,87000,534451020
1905,13,5,15,0,272,3,1,5,3,816,4,1,4,1977,1,1,4,9,1,5,0,2,2,2,0,52,9,4,42.034615,46,165000,534475170
1908,5,5,15,1,0,3,1,5,3,768,4,1,4,1376,1,0,4,6,1,2,0,3,1,2,0,0,9,4,42.034906,69,105000,534479120
1909,12,5,15,1,224,3,1,5,3,728,0,1,4,1644,1,1,2,7,2,2,0,3,1,2,168,0,9,4,42.034755,68,146500,534479140
1910,0,5,15,1,0,3,1,5,3,1560,4,1,4,1560,2,0,4,8,0,3,4,3,3,2,0,0,9,4,42.049216,42,126000,535101150
1912,10,5,15,0,291,3,1,5,0,1218,4,1,4,1254,1,0,4,6,1,2,0,2,2,2,0,0,9,4,42.046714,49,158500,535105110
1915,13,5,15,0,113,3,1,2,3,1021,4,1,4,2380,2,1,4,7,1,4,3,3,2,2,0,265,9,0,42.046882,45,129000,535126180
1916,2,5,15,0,0,3,1,5,3,936,4,1,4,936,1,0,2,4,0,3,0,2,1,2,0,0,9,4,42.044053,53,141000,535151020
1917,2,5,15,1,54,3,1,5,3,1008,0,1,4,1008,1,0,1,6,0,3,4,3,1,2,0,0,9,4,42.043143,54,131000,535151100
1918,2,5,15,1,0,3,1,5,3,1053,2,1,4,1053,1,0,2,6,0,3,5,2,2,2,240,0,9,4,42.044735,47,142100,535151110
1921,2,5,15,1,0,3,1,5,3,1056,4,1,4,1056,1,0,4,6,0,3,0,3,1,2,390,0,9,4,42.0423095,56,139400,535155110
1924,2,5,15,0,289,3,1,5,3,1331,2,1,4,1721,1,0,4,8,3,5,0,3,2,2,0,0,9,4,42.043952,53,174850,535177110
1925,2,5,15,1,0,3,1,5,3,922,4,1,0,922,1,0,4,5,0,3,0,3,1,2,0,34,9,4,42.043233,53,116000,535179120
1927,2,5,15,0,0,3,1,2,3,1657,2,1,4,1657,2,0,4,7,1,5,0,3,2,2,0,0,9,4,42.042728,40,163500,535181030
1928,2,5,15,1,0,3,1,5,0,1204,4,1,4,1411,1,0,4,7,1,5,0,2,1,2,278,82,0,4,42.04302,55,130000,535181140
1930,2,5,15,1,0,3,1,5,3,864,2,1,4,1154,1,1,0,6,0,3,4,3,1,2,63,0,9,4,42.041243,57,142000,535301060
1931,0,5,15,1,260,3,1,5,3,1560,4,1,4,1560,2,0,4,8,0,3,4,3,2,2,0,0,9,4,42.040773,52,128600,535301160
1934,2,5,15,1,0,3,1,5,3,1008,2,1,4,1008,1,0,2,6,0,3,0,3,1,2,0,18,9,4,42.039369,57,134500,535305180
1935,2,5,15,1,0,3,1,5,3,925,4,1,4,925,1,0,2,5,0,3,4,3,1,2,152,0,9,4,42.039482,54,127000,535325090
1936,10,5,15,1,0,3,1,5,3,384,4,1,4,1360,1,0,4,6,1,5,4,3,2,2,0,50,9,4,42.03846,55,130000,535325280
1937,5,5,15,2,0,3,2,5,3,1190,2,1,4,1540,1,0,1,7,0,3,4,3,1,2,0,0,9,4,42.03837,55,115000,535325320
1938,2,5,15,1,0,3,1,5,3,923,4,1,4,925,1,0,4,5,2,5,0,3,1,2,81,0,9,4,42.0384781,55,116900,535327160
1939,2,5,15,1,0,3,1,2,3,928,4,1,4,928,1,0,4,4,0,3,0,3,1,2,261,0,9,4,42.038545,54,132000,535327200
1940,2,5,15,2,0,3,1,5,3,1105,2,1,4,1647,1,0,4,6,1,1,0,0,1,2,225,0,9,4,42.034789,57,153000,535353050
1941,2,5,20,1,0,3,1,5,3,924,4,1,4,924,1,0,4,6,0,3,4,3,1,2,0,324,9,4,42.0347206,58,112500,535353130
1942,5,5,20,2,0,2,1,1,3,925,2,1,4,1544,2,0,4,7,0,3,6,1,0,0,231,0,9,4,42.034812,120,138000,535353160
1943,7,5,15,1,0,3,1,5,3,845,4,1,4,893,1,0,2,4,0,3,4,3,2,2,0,0,9,4,42.035932,61,135000,535354050
1944,5,5,15,1,0,3,1,5,3,1216,0,1,4,1728,1,0,4,7,1,2,0,3,1,2,200,0,9,4,42.036077,57,156000,535354260
1945,12,5,15,1,0,3,0,5,3,666,2,1,4,2480,3,1,2,9,0,3,2,3,3,2,0,208,9,3,42.036027,75,301600,535355020
1946,5,5,20,1,0,3,1,5,3,735,2,1,0,1034,1,0,4,5,0,3,4,3,1,2,0,39,9,4,42.03725,70,109000,535375130
1947,7,5,20,2,0,3,1,5,3,882,0,1,4,882,1,0,4,4,0,3,6,1,0,2,0,0,9,4,42.0380982,54,103200,535376010
1948,5,5,20,2,0,3,1,5,2,1151,0,1,4,1281,2,0,4,6,0,3,4,3,2,2,0,0,9,0,42.0357,85,128500,535378080
1949,1,5,20,2,0,3,0,5,3,656,4,1,4,968,2,0,4,5,0,3,4,3,1,2,0,0,9,4,42.035779,83,87000,535379060
1950,12,5,20,1,0,3,1,2,0,736,0,1,4,1534,1,1,2,6,0,3,6,1,0,0,0,112,9,4,42.035854,115,148000,535379110
1951,1,5,20,1,0,3,0,1,3,691,0,1,0,861,1,0,0,4,0,3,4,3,1,0,0,20,9,0,42.034878,90,87000,535382150
1957,2,5,15,0,206,3,1,5,3,1082,4,1,4,1082,1,0,4,5,1,2,4,3,1,2,0,130,9,4,42.035921,62,119200,535450220
1959,2,5,15,1,0,3,1,5,3,876,4,1,4,988,1,0,4,6,0,3,0,3,1,2,0,80,9,4,42.037203,60,119000,535451040
1962,2,5,15,1,45,3,1,5,3,1010,0,1,4,1134,1,0,4,6,0,3,0,2,1,2,0,16,9,3,42.037106,50,135000,535452060
1963,2,5,15,1,0,3,1,5,3,1040,0,1,4,1040,1,0,2,6,0,3,0,2,1,2,0,0,9,4,42.035862,51,152000,535453080
1964,2,5,15,1,0,3,1,5,3,1170,4,1,4,1170,1,0,4,6,1,5,0,2,1,2,0,0,9,4,42.036002,52,140000,535453150
1966,2,5,15,1,0,3,1,5,3,1377,4,1,4,1377,1,0,4,6,2,5,0,3,1,2,0,0,9,4,42.034685,50,156500,535457020
1967,0,5,15,1,0,3,1,5,3,1800,0,0,4,1800,2,0,4,10,0,3,6,1,0,2,0,0,9,4,42.034614,49,141000,535457040
1970,13,5,15,1,288,3,1,5,3,864,4,1,4,1812,2,0,4,8,1,5,0,2,1,2,0,168,9,4,42.035423,48,169500,535477130
1972,9,5,15,1,0,3,1,5,0,896,4,1,4,936,1,0,4,6,1,4,0,2,1,2,24,90,9,4,42.035034,48,130000,535478040
1973,1,6,20,1,0,2,0,5,3,850,4,1,4,960,1,0,4,5,0,3,4,2,2,2,0,0,9,4,42.034403,84,103000,902100010
1974,12,6,20,1,0,3,0,1,3,264,0,1,4,1432,2,0,4,7,0,3,4,3,2,2,270,0,9,0,42.032254,100,132000,902105110
