,PID,MS_SubClass,MS_Zoning,Lot_Frontage,Lot_Area,Street,Alley,Lot_Shape,Land_Contour,Utilities,Lot_Config,Land_Slope,Neighborhood,Condition_1,Condition_2,Bldg_Type,House_Style,Overall_Qual,Overall_Cond,Year_Built,Year_Remod_Add,Roof_Style,Roof_Matl,Exterior_1st,Exterior_2nd,Mas_Vnr_Type,Mas_Vnr_Area,Exter_Qual,Exter_Cond,Foundation,Bsmt_Qual,Bsmt_Cond,Bsmt_Exposure,BsmtFin_Type_1,BsmtFin_SF_1,BsmtFin_Type_2,BsmtFin_SF_2,Bsmt_Unf_SF,Total_Bsmt_SF,Heating,Heating_QC,Central_Air,Electrical,First_Flr_SF,Second_Flr_SF,Low_Qual_Fin_SF,Gr_Liv_Area,Bsmt_Full_Bath,Bsmt_Half_Bath,Full_Bath,Half_Bath,Bedroom_AbvGr,Kitchen_AbvGr,Kitchen_Qual,TotRms_AbvGrd,Functional,Fireplaces,Fireplace_Qu,Garage_Type,Garage_Yr_Blt,Garage_Finish,Garage_Cars,Garage_Area,Garage_Qual,Garage_Cond,Paved_Drive,Wood_Deck_SF,Open_Porch_SF,Enclosed_Porch,Three_season_porch,Screen_Porch,Pool_Area,Pool_QC,Fence,Misc_Feature,Misc_Val,Mo_Sold,Year_Sold,Sale_Type,Sale_Condition,Longitude,Latitude,Sale_Price
1154,532378200,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,65,6768,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,OneFam,One_Story,Above_Average,Very_Good,1961,1996,Hip,CompShg,HdBoard,HdBoard,None,0,Typical,Good,CBlock,Typical,Typical,Mn,GLQ,3,Unf,0,80,912,GasA,Good,Y,SBrkr,912,0,0,912,1,1,1,0,3,1,Good,5,Typ,0,No_Fireplace,Detchd,1962.0,Unf,1,288,Typical,Typical,Paved,168,0,0,0,0,0,No_Pool,Good_Privacy,None,0,5,2008,WD ,Normal,-93.670551,42.03459,142000
1156,532479020,One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,70,10759,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,OneFam,One_and_Half_Fin,Average,Below_Average,1972,1972,Gable,CompShg,HdBoard,HdBoard,None,0,Typical,Good,CBlock,Good,Typical,No,LwQ,4,ALQ,811,0,1001,GasA,Typical,Y,SBrkr,1001,640,0,1641,0,0,2,0,4,1,Typical,5,Typ,1,Good,Detchd,1972.0,Unf,2,490,Typical,Typical,Paved,0,0,92,0,0,0,No_Pool,Good_Privacy,None,0,7,2008,WD ,Normal,-93.660522,42.034532,140000
1157,533125080,Two_Story_1946_and_Newer,Residential_Low_Density,0,9205,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Northridge,Norm,Norm,OneFam,Two_Story,Above_Average,Average,1990,1991,Hip,CompShg,HdBoard,HdBoard,BrkFace,304,Good,Typical,PConc,Good,Typical,No,ALQ,1,Unf,0,226,930,GasA,Excellent,Y,SBrkr,1364,1319,0,2683,1,0,2,1,4,1,Good,9,Typ,2,Good,Attchd,1990.0,RFn,2,473,Typical,Typical,Paved,237,251,0,0,196,0,No_Pool,No_Fence,None,0,6,2008,WD ,Normal,-93.653482,42.047666,290000
1158,533125140,Two_Story_1946_and_Newer,Residential_Low_Density,105,11025,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northridge,Norm,Norm,OneFam,One_and_Half_Fin,Excellent,Average,1993,1994,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,568,Good,Typical,PConc,Good,Typical,Gd,BLQ,2,Unf,0,1328,1848,GasA,Excellent,Y,SBrkr,1827,959,0,2786,1,0,2,1,4,1,Good,10,Typ,1,Excellent,Attchd,1993.0,Fin,2,636,Typical,Typical,Paved,294,49,0,0,0,0,No_Pool,No_Fence,None,0,6,2008,WD ,Normal,-93.653232,42.048607,372500
1159,533206050,One_Story_PUD_1946_and_Newer,Floating_Village_Residential,59,4282,Pave,Paved,Moderately_Irregular,Lvl,AllPub,Inside,Gtl,Somerset,Norm,Norm,TwnhsE,One_Story,Good,Average,2004,2004,Gable,CompShg,MetalSd,MetalSd,None,0,Good,Typical,PConc,Good,Typical,Mn,GLQ,3,Unf,0,1375,1391,GasA,Excellent,Y,SBrkr,1391,0,0,1391,0,0,2,0,2,1,Good,5,Typ,0,No_Fireplace,Attchd,2004.0,RFn,2,530,Typical,Typical,Paved,156,158,0,0,0,0,No_Pool,No_Fence,None,0,7,2008,WD ,Normal,-93.647488,42.047467,196000
1160,533208080,Two_Story_PUD_1946_and_Newer,Floating_Village_Residential,35,4017,Pave,Paved,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Somerset,Norm,Norm,TwnhsE,Two_Story,Good,Average,2006,2007,Gable,CompShg,MetalSd,MetalSd,None,0,Good,Typical,PConc,Good,Typical,No,Unf,7,Unf,0,625,625,GasA,Excellent,Y,SBrkr,625,625,0,1250,0,0,2,1,2,1,Good,5,Typ,0,No_Fireplace,Detchd,2006.0,Fin,2,625,Typical,Typical,Paved,0,54,0,0,0,0,No_Pool,No_Fence,None,0,3,2008,WD ,Normal,-93.646063,42.048089,171900
1162,533212050,Two_Story_PUD_1946_and_Newer,Floating_Village_Residential,30,3180,Pave,Paved,Regular,Lvl,AllPub,Inside,Gtl,Somerset,Norm,Norm,TwnhsE,Two_Story,Above_Average,Average,2005,2005,Gable,CompShg,MetalSd,MetalSd,None,0,Good,Typical,PConc,Good,Typical,No,GLQ,3,Unf,0,210,600,GasA,Excellent,Y,SBrkr,600,600,0,1200,1,0,2,1,2,1,Good,5,Typ,0,No_Fireplace,Detchd,2005.0,RFn,2,480,Typical,Typical,Paved,0,166,0,0,0,0,No_Pool,No_Fence,None,0,5,2008,WD ,Normal,-93.64489,42.047806,165000
1163,533212140,Two_Story_PUD_1946_and_Newer,Floating_Village_Residential,30,3180,Pave,Paved,Regular,Lvl,AllPub,Inside,Gtl,Somerset,Norm,Norm,TwnhsE,Two_Story,Good,Average,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0,Good,Typical,PConc,Good,Typical,No,Unf,7,Unf,0,689,689,GasA,Excellent,Y,SBrkr,703,689,0,1392,0,0,2,0,2,1,Good,5,Typ,0,No_Fireplace,Detchd,2007.0,Unf,2,540,Typical,Typical,Paved,0,102,0,0,0,0,No_Pool,No_Fence,None,0,3,2008,WD ,Abnorml,-93.644891,42.047571,146000
1164,533212150,Two_Story_PUD_1946_and_Newer,Floating_Village_Residential,34,3604,Pave,Paved,Regular,Lvl,AllPub,Corner,Gtl,Somerset,Norm,Norm,TwnhsE,Two_Story,Good,Average,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0,Good,Typical,PConc,Good,Typical,No,Unf,7,Unf,0,689,689,GasA,Excellent,Y,SBrkr,703,689,0,1392,0,0,2,0,2,1,Good,5,Typ,0,No_Fireplace,Detchd,2007.0,Unf,2,540,Typical,Typical,Paved,0,102,0,0,0,0,No_Pool,No_Fence,None,0,2,2008,WD ,Abnorml,-93.644891,42.047548,146000
1166,533213120,Two_Story_PUD_1946_and_Newer,Floating_Village_Residential,24,2280,Pave,Paved,Regular,Lvl,AllPub,Inside,Gtl,Somerset,Norm,Norm,Twnhs,Two_Story,Above_Average,Average,1999,1999,Gable,CompShg,MetalSd,MetalSd,Stone,216,Typical,Typical,PConc,Good,Typical,No,GLQ,3,Unf,0,194,744,GasA,Good,Y,SBrkr,757,792,0,1549,1,0,2,1,3,1,Typical,6,Typ,0,No_Fireplace,Detchd,1999.0,Unf,2,440,Typical,Typical,Paved,0,32,0,0,0,0,No_Pool,No_Fence,None,0,4,2008,WD ,Normal,-93.644118,42.047103,172900
1169,533215040,One_Story_PUD_1946_and_Newer,Floating_Village_Residential,42,4385,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Somerset,Norm,Norm,TwnhsE,One_Story,Excellent,Average,2001,2001,Gable,CompShg,VinylSd,VinylSd,None,0,Good,Typical,PConc,Excellent,Typical,Av,GLQ,3,Unf,0,455,1419,GasA,Excellent,Y,SBrkr,1419,0,0,1419,1,0,1,1,2,1,Excellent,5,Typ,1,Typical,Attchd,2001.0,Fin,2,588,Typical,Typical,Paved,155,58,0,0,0,0,No_Pool,No_Fence,None,0,9,2008,WD ,Normal,-93.646989,42.046372,290000
1170,533215070,One_Story_PUD_1946_and_Newer,Floating_Village_Residential,35,4109,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Somerset,Norm,Norm,TwnhsE,One_Story,Excellent,Average,1999,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,260,Good,Typical,PConc,Good,Typical,Av,GLQ,3,Unf,0,416,1557,GasA,Excellent,Y,SBrkr,1557,0,0,1557,1,0,2,0,2,1,Excellent,5,Typ,1,Typical,Attchd,1999.0,RFn,2,484,Typical,Typical,Paved,124,113,0,0,0,0,No_Pool,No_Fence,None,0,6,2008,WD ,Normal,-93.647047,42.046088,305000
1171,533215080,One_Story_PUD_1946_and_Newer,Floating_Village_Residential,50,5119,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,CulDSac,Gtl,Somerset,Norm,Norm,TwnhsE,One_Story,Excellent,Average,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,60,Good,Typical,PConc,Excellent,Typical,Av,GLQ,3,Unf,0,460,1698,GasA,Excellent,Y,SBrkr,1709,0,0,1709,1,0,2,0,2,1,Good,5,Typ,1,Typical,Attchd,1999.0,Fin,2,506,Typical,Typical,Paved,97,65,0,0,0,0,No_Pool,No_Fence,None,0,1,2008,CWD,Abnorml,-93.647044,42.046085,328900
1172,533217050,Two_Story_PUD_1946_and_Newer,Floating_Village_Residential,24,2160,Pave,Paved,Regular,Lvl,AllPub,Inside,Gtl,Somerset,Norm,Norm,Twnhs,Two_Story,Good,Average,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,212,Good,Typical,PConc,Good,Typical,No,BLQ,2,Unf,0,90,600,GasA,Excellent,Y,SBrkr,624,628,0,1252,1,0,2,1,2,1,Good,4,Typ,0,No_Fireplace,Detchd,1999.0,Unf,2,462,Typical,Typical,Paved,0,48,0,0,0,0,No_Pool,No_Fence,None,0,3,2008,WD ,Normal,-93.643746,42.046961,160000
1173,533217060,Two_Story_PUD_1946_and_Newer,Floating_Village_Residential,24,2160,Pave,Paved,Regular,Lvl,AllPub,Inside,Gtl,Somerset,Norm,Norm,Twnhs,SLvl,Good,Average,1999,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,216,Good,Typical,PConc,Good,Typical,No,GLQ,3,Unf,0,72,672,GasA,Excellent,Y,SBrkr,684,720,0,1404,1,0,2,1,3,1,Good,5,Typ,0,No_Fireplace,Detchd,1999.0,Unf,2,462,Typical,Typical,Paved,20,0,0,0,0,0,No_Pool,No_Fence,None,0,6,2008,WD ,Normal,-93.643729,42.046962,170000
1177,533236090,Two_Story_PUD_1946_and_Newer,Floating_Village_Residential,36,3951,Pave,Paved,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Somerset,Norm,Norm,TwnhsE,Two_Story,Very_Excellent,Average,1998,1999,Gable,CompShg,BrkFace,MetalSd,None,0,Excellent,Typical,PConc,Good,Typical,Mn,BLQ,2,GLQ,842,0,970,GasA,Excellent,Y,SBrkr,1469,924,0,2393,1,0,2,1,2,1,Excellent,7,Typ,1,Typical,Attchd,1998.0,Fin,2,846,Typical,Typical,Paved,0,90,0,0,94,0,No_Pool,No_Fence,None,0,2,2008,WD ,Normal,-93.641742,42.047171,345000
1178,533250050,One_Story_PUD_1946_and_Newer,Residential_Low_Density,38,14963,Pave,No_Alley_Access,Moderately_Irregular,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,TwnhsE,One_Story,Very_Good,Average,1996,1996,Gable,CompShg,BrkFace,BrkFace,None,0,Good,Typical,PConc,Good,Typical,No,GLQ,3,Unf,0,474,1260,GasA,Excellent,Y,SBrkr,1288,0,0,1288,1,0,1,1,1,1,Excellent,4,Typ,2,Good,Attchd,1996.0,Fin,2,500,Typical,Typical,Paved,120,30,0,0,224,0,No_Pool,No_Fence,None,0,12,2008,WD ,Normal,-93.647655,42.045012,245500
1179,533250110,One_Story_PUD_1946_and_Newer,Residential_Low_Density,22,11064,Pave,No_Alley_Access,Moderately_Irregular,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,Norm,TwnhsE,One_Story,Very_Good,Average,1995,1995,Hip,CompShg,BrkFace,BrkFace,None,0,Good,Typical,PConc,Good,Typical,Gd,LwQ,4,GLQ,670,0,1230,GasA,Excellent,Y,SBrkr,1239,0,0,1239,1,0,1,1,1,1,Good,4,Typ,1,Fair,Attchd,1995.0,Fin,2,477,Typical,Typical,Paved,172,24,0,0,0,0,No_Pool,No_Fence,None,0,8,2008,WD ,Normal,-93.648705,42.044419,217500
1180,533250160,One_Story_PUD_1946_and_Newer,Residential_Low_Density,32,10846,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,Norm,TwnhsE,One_Story,Very_Good,Average,1993,1993,Gable,CompShg,BrkFace,BrkFace,None,0,Good,Typical,PConc,Good,Typical,Gd,GLQ,3,Unf,0,100,1719,GasA,Excellent,Y,SBrkr,1719,0,0,1719,2,0,1,1,1,1,Good,6,Typ,2,Good,Attchd,1993.0,Fin,2,473,Typical,Typical,Paved,122,30,0,0,0,0,No_Pool,No_Fence,None,0,5,2008,Con,Normal,-93.648954,42.044642,324000
1182,533350090,Two_Story_1946_and_Newer,Residential_Low_Density,0,24572,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,Norm,OneFam,Two_Story,Excellent,Fair,1977,1977,Mansard,CompShg,Wd Sdng,Wd Sdng,BrkFace,1050,Good,Good,CBlock,Good,Typical,No,GLQ,3,Unf,0,584,994,GasA,Typical,Y,SBrkr,1599,1345,0,2944,0,0,2,2,3,1,Good,9,Typ,1,Good,Attchd,1977.0,RFn,3,864,Typical,Typical,Paved,140,70,16,0,0,0,No_Pool,No_Fence,None,0,6,2008,WD ,Family,-93.655582,42.036729,150000
1183,533350120,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,103,16280,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,OneFam,One_Story,Very_Good,Excellent,1976,2007,Gable,CompShg,VinylSd,VinylSd,None,0,Excellent,Excellent,CBlock,Good,Excellent,Mn,GLQ,3,Rec,382,0,1426,GasA,Excellent,Y,SBrkr,1671,0,0,1671,1,0,3,0,3,1,Excellent,6,Typ,1,Good,Attchd,1976.0,RFn,2,550,Typical,Typical,Paved,280,90,0,0,0,0,No_Pool,Good_Wood,None,0,5,2008,WD ,Normal,-93.658315,42.037578,290000
1184,534104100,Two_Story_1946_and_Newer,Floating_Village_Residential,0,7500,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Somerset,Norm,Norm,OneFam,Two_Story,Good,Average,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0,Good,Typical,PConc,Good,Typical,No,Unf,7,Unf,0,952,952,GasA,Excellent,Y,SBrkr,952,860,0,1812,0,0,2,1,3,1,Typical,7,Typ,1,Typical,Attchd,2002.0,RFn,2,469,Typical,Typical,Paved,144,112,0,0,0,0,No_Pool,No_Fence,None,0,4,2008,WD ,Normal,-93.6392251,42.048726,205000
1185,534126090,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,80,10400,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northwest_Ames,Norm,Norm,OneFam,One_Story,Good,Above_Average,1970,1970,Hip,CompShg,Plywood,Plywood,BrkFace,288,Typical,Typical,PConc,Typical,Typical,No,Unf,7,Unf,0,1304,1304,GasA,Good,Y,SBrkr,1682,0,0,1682,0,0,2,0,3,1,Typical,7,Typ,1,Good,Attchd,1970.0,Unf,2,530,Typical,Typical,Paved,98,0,0,0,0,0,No_Pool,Minimum_Privacy,None,0,5,2008,WD ,Normal,-93.635095,42.047928,174000
1186,534127210,Split_or_Multilevel,Residential_Low_Density,0,11104,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Northwest_Ames,Norm,Norm,OneFam,SLvl,Above_Average,Above_Average,1969,1969,Gable,CompShg,MetalSd,MetalSd,None,0,Typical,Typical,CBlock,Typical,Typical,Av,GLQ,3,Unf,0,599,1427,GasA,Good,Y,SBrkr,1427,0,0,1427,0,1,2,0,4,1,Typical,7,Typ,0,No_Fireplace,Attchd,1969.0,RFn,2,516,Typical,Typical,Paved,0,0,0,0,216,0,No_Pool,No_Fence,None,0,5,2008,WD ,Normal,-93.6343272,42.0492538,183000
1187,534127230,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,85,11050,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northwest_Ames,Norm,Norm,OneFam,One_Story,Above_Average,Average,1968,1968,Gable,CompShg,HdBoard,HdBoard,None,0,Typical,Typical,CBlock,Typical,Typical,No,Rec,6,Unf,0,1439,1740,GasA,Fair,Y,SBrkr,1740,0,0,1740,0,0,1,1,4,1,Typical,8,Typ,1,Typical,Attchd,1968.0,RFn,2,512,Typical,Typical,Paved,25,0,0,0,192,0,No_Pool,Good_Wood,None,0,10,2008,WD ,Family,-93.634976,42.049141,150000
1188,534128050,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,80,11040,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northwest_Ames,Norm,Norm,OneFam,One_Story,Above_Average,Good,1971,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,144,Good,Good,CBlock,Typical,Typical,No,ALQ,1,Unf,0,602,1258,GasA,Excellent,Y,SBrkr,1258,0,0,1258,0,1,2,0,3,1,Good,5,Typ,0,No_Fireplace,Attchd,1971.0,RFn,2,528,Typical,Typical,Paved,55,0,0,216,0,0,No_Pool,No_Fence,None,0,10,2008,COD,Abnorml,-93.631526,42.048762,145000
1189,534129060,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,15387,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,CulDSac,Gtl,Northwest_Ames,Norm,Norm,OneFam,One_Story,Good,Good,1967,1967,Gable,CompShg,Plywood,Plywood,None,0,Typical,Typical,CBlock,Typical,Typical,No,ALQ,1,BLQ,294,723,1620,GasA,Excellent,Y,SBrkr,1620,0,0,1620,0,0,2,0,4,1,Good,8,Typ,1,Good,Attchd,1967.0,Unf,2,578,Typical,Typical,Paved,0,62,192,0,0,0,No_Pool,No_Fence,Shed,450,8,2008,WD ,Normal,-93.631779,42.046399,215000
1191,534177180,Two_Story_1946_and_Newer,Residential_Low_Density,90,10800,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northwest_Ames,Norm,Norm,OneFam,Two_Story,Above_Average,Good,1974,1997,Gable,CompShg,HdBoard,HdBoard,None,0,Typical,Typical,CBlock,Typical,Typical,No,ALQ,1,Rec,182,384,1522,GasA,Typical,Y,SBrkr,1548,1066,0,2614,0,0,2,1,4,1,Typical,9,Typ,1,Typical,Attchd,1974.0,RFn,2,624,Typical,Typical,Paved,38,243,0,0,0,0,No_Pool,No_Fence,None,0,6,2008,WD ,Normal,-93.631245,42.04378,240000
1192,534201240,Two_Story_1946_and_Newer,Residential_Low_Density,73,8814,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,North_Ames,Feedr,Norm,OneFam,Two_Story,Average,Above_Average,1968,1968,Gable,CompShg,MetalSd,MetalSd,None,0,Typical,Typical,CBlock,Typical,Typical,No,LwQ,4,Unf,0,0,732,GasA,Excellent,Y,SBrkr,732,732,0,1464,0,0,1,1,4,1,Typical,7,Typ,0,No_Fireplace,Attchd,1968.0,Unf,2,470,Typical,Typical,Paved,0,40,0,0,0,0,No_Pool,No_Fence,None,0,6,2008,WD ,Normal,-93.6264356,42.0458538,141000
1193,534202130,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,72,8872,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Average,Very_Good,1965,2008,Gable,CompShg,VinylSd,VinylSd,BrkFace,300,Typical,Typical,CBlock,Typical,Typical,No,ALQ,1,Unf,0,317,912,GasA,Excellent,Y,SBrkr,912,0,0,912,1,0,1,0,2,1,Good,5,Typ,0,No_Fireplace,Detchd,1992.0,Unf,2,576,Typical,Typical,Paved,0,240,0,0,0,0,No_Pool,No_Fence,None,0,12,2008,WD ,Normal,-93.6261431,42.0471033,147000
1194,534204030,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,65,8125,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Average,Good,1965,2005,Hip,CompShg,HdBoard,HdBoard,None,0,Good,Typical,CBlock,Typical,Typical,No,ALQ,1,Rec,456,196,912,GasA,Excellent,Y,SBrkr,925,0,0,925,1,0,1,0,3,1,Typical,5,Typ,0,No_Fireplace,Detchd,1978.0,Unf,2,576,Typical,Typical,Paved,233,0,0,0,0,0,No_Pool,No_Fence,None,0,7,2008,WD ,Normal,-93.624762,42.046584,135000
1195,534225110,Duplex_All_Styles_and_Ages,Residential_Low_Density,72,11072,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,Duplex,One_Story,Average,Average,1965,1965,Gable,CompShg,HdBoard,HdBoard,None,0,Typical,Typical,CBlock,Typical,Typical,No,Unf,7,Unf,0,1728,1728,GasA,Typical,Y,SBrkr,1728,0,0,1728,0,0,2,0,6,2,Typical,10,Typ,0,No_Fireplace,Detchd,1987.0,Unf,2,576,Typical,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,11,2008,WD ,Normal,-93.62462,42.047541,145000
1197,534250010,Duplex_All_Styles_and_Ages,Residential_Low_Density,87,9246,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Northwest_Ames,Feedr,Norm,Duplex,One_Story,Average,Average,1973,1973,Gable,CompShg,Plywood,Plywood,BrkFace,564,Typical,Typical,CBlock,Typical,Typical,No,Unf,7,Unf,0,1656,1656,GasA,Typical,Y,SBrkr,1656,0,0,1656,0,0,2,0,4,2,Typical,8,Typ,0,No_Fireplace,Detchd,1973.0,Unf,2,506,Typical,Typical,Paved,0,211,0,0,0,0,No_Pool,No_Fence,None,0,11,2008,WD ,Normal,-93.6304229,42.0453551,135000
1198,534250335,Two_Story_1946_and_Newer,Residential_Low_Density,0,13355,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Northwest_Ames,Norm,Norm,OneFam,Two_Story,Good,Above_Average,1971,1971,Gable,CompShg,HdBoard,HdBoard,None,0,Typical,Typical,CBlock,Good,Good,No,ALQ,1,Unf,0,242,825,GasA,Typical,Y,SBrkr,845,825,0,1670,0,0,1,1,4,1,Typical,7,Typ,0,No_Fireplace,Attchd,1971.0,Fin,2,464,Typical,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,5,2008,WD ,Normal,-93.629079,42.044262,170000
1199,534250370,Two_Story_1946_and_Newer,Residential_Low_Density,0,8963,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Northwest_Ames,Norm,Norm,OneFam,Two_Story,Very_Good,Excellent,1976,1996,Hip,CompShg,VinylSd,VinylSd,BrkFace,289,Excellent,Good,CBlock,Typical,Good,No,GLQ,3,ALQ,80,487,1142,GasA,Excellent,Y,SBrkr,1175,1540,0,2715,0,1,3,1,4,1,Good,11,Typ,2,Typical,BuiltIn,1994.0,Fin,2,831,Typical,Typical,Paved,0,204,0,0,0,0,No_Pool,No_Fence,None,0,7,2008,WD ,Normal,-93.630152,42.044058,299800
1201,534251280,Two_Story_1946_and_Newer,Residential_Low_Density,0,9130,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northwest_Ames,Feedr,Norm,OneFam,Two_Story,Above_Average,Very_Good,1966,2000,Hip,CompShg,HdBoard,HdBoard,BrkFace,252,Typical,Typical,CBlock,Typical,Typical,No,GLQ,3,Rec,64,336,800,GasA,Good,Y,SBrkr,800,832,0,1632,0,1,1,1,4,1,Good,7,Typ,0,No_Fireplace,Attchd,1966.0,Unf,2,484,Typical,Typical,Paved,0,40,0,0,0,0,No_Pool,No_Fence,None,0,7,2008,WD ,Normal,-93.625925,42.043142,173000
1204,534276190,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,74,7785,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Average,Average,1956,1956,Gable,CompShg,HdBoard,HdBoard,None,0,Typical,Typical,Slab,No_Basement,No_Basement,No_Basement,No_Basement,5,No_Basement,0,0,0,GasA,Typical,Y,SBrkr,1014,0,0,1014,0,0,1,0,2,1,Typical,6,Typ,0,No_Fireplace,Attchd,1956.0,RFn,1,267,Typical,Typical,Paved,0,0,40,0,200,0,No_Pool,Good_Wood,None,0,3,2008,WD ,Normal,-93.621336,42.042398,98000
1205,534277060,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,77,8593,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Below_Average,Above_Average,1957,1957,Hip,CompShg,MetalSd,MetalSd,None,0,Typical,Typical,CBlock,Typical,Typical,No,Rec,6,Unf,0,619,907,GasA,Excellent,Y,SBrkr,907,0,0,907,0,0,1,0,3,1,Typical,5,Typ,0,No_Fireplace,Detchd,1964.0,Unf,1,352,Typical,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,7,2008,WD ,Normal,-93.622673,42.044773,109008
1206,534277070,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,8475,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Below_Average,Good,1956,1956,Gable,CompShg,VinylSd,VinylSd,None,0,Typical,Typical,CBlock,Typical,Typical,No,ALQ,1,Unf,0,724,952,GasA,Excellent,Y,FuseA,952,0,0,952,0,0,1,0,2,1,Typical,4,Typ,0,No_Fireplace,Detchd,1956.0,Unf,1,283,Typical,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,4,2008,WD ,Normal,-93.622662,42.044773,135750
1207,534400030,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,80,8700,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Average,Above_Average,1963,1963,Hip,CompShg,MetalSd,MetalSd,BrkFace,148,Typical,Good,CBlock,Typical,Typical,Mn,ALQ,1,Unf,0,344,1120,GasA,Good,Y,SBrkr,1128,0,0,1128,1,0,2,0,3,1,Typical,6,Typ,0,No_Fireplace,Attchd,1963.0,RFn,2,525,Typical,Typical,Paved,192,20,123,0,0,0,No_Pool,Minimum_Privacy,None,0,12,2008,WD ,Normal,-93.629259,42.041229,155000
